,starters,subGroup
5094,Feeling powerless is something,anxiety_3
5095,Of course your toddler,anxiety_3
5096,I worry more about,anxiety_3
5097,She is wanting to,anxiety_3
5098,I 'll give you,anxiety_3
5099,"First , remind yourself",anxiety_3
5100,Do n't be so,anxiety_3
5101,If we go through,anxiety_3
5102,  Avoid situations that,anxiety_3
5103,Any time you tell,anxiety_3
5104,The good thing is,anxiety_3
5105,"So , if you",anxiety_3
5106,And I 'm talking,anxiety_3
5107,Pick your battles ;,anxiety_3
5108,"Give her choices ,",anxiety_3
5109,Instead of opening her,anxiety_3
5110,Here 's an example,anxiety_3
5111,she 's on the,anxiety_3
5112,"She says "" no",anxiety_3
5113,"You can say """,anxiety_3
5114,If you put it,anxiety_3
5115,If I have to,anxiety_3
5116,The choice is hers,anxiety_3
5117,Then follow through .,anxiety_3
5118,"""When ... then """,anxiety_3
5119,Your child asks for,anxiety_3
5120,Instead of saying no,anxiety_3
5121,You 're simply a,anxiety_3
5122,  Staying calm yourself,anxiety_3
5123,Use self - talk,anxiety_3
5124,Remind yourself her behaviour,anxiety_3
5125,Breathe through a moment,anxiety_3
5126,You can give yourself,anxiety_3
5127,Time is a useful,anxiety_3
5128,That 's a good,anxiety_3
5129,I would say learn,anxiety_3
5130,What types of behavior,anxiety_3
5131,If you allow yourself,anxiety_3
5132,  Know that toddlerhood,anxiety_3
5133,When your toddler does,anxiety_3
5134,Remember to give your,anxiety_3
5135,Be consistent and follow,anxiety_3
5136,"Finally , know that",anxiety_3
5137,Parenting comes with its,anxiety_3
5138,Good luck to you,anxiety_3
5139,Trust that you are,anxiety_3
5140,Trust and love are,anxiety_3
5141,Trust and love are,anxiety_3
5142,I 'm sorry for,anxiety_4
5143,There are therapy programs,anxiety_4
5144,Once you feel stronger,anxiety_4
5145,"Then , you will",anxiety_4
5146,Sending good wishes in,anxiety_4
5147,"Hi Winters , I",anxiety_2
5148,You feel self -,anxiety_2
5149,Young women have always,anxiety_2
5150,They feel pressure to,anxiety_2
5151,But you ca n't,anxiety_2
5152,  This current hook,anxiety_2
5153,The stupid part is,anxiety_2
5154,  I urge you,anxiety_2
5155,My hope and prayer,anxiety_2
5156,Your value and power,anxiety_2
5157,Your sexuality is a,anxiety_2
5158,I love that you,anxiety_2
5159,Who you are is,anxiety_2
5160,You sound like you,anxiety_2
5161,Try to see all,anxiety_2
5162,There are many more,anxiety_2
5163,We are all different,anxiety_2
5164,You do n't have,anxiety_2
5165,You're tall and beautiful,anxiety_2
5166,It may take time,anxiety_2
5167,The question is :,anxiety_2
5168,I hope you talk,anxiety_2
5169,I wish you the,anxiety_2
5170,I think that every,anxiety_2
5171,Since relationships are so,anxiety_2
5172,It is similar to,anxiety_2
5173,We fear these things,anxiety_2
5174,  There is immense,anxiety_2
5175,While some people may,anxiety_2
5176,"Experimenting with sex ,",anxiety_2
5177,  Since expectations vary,anxiety_2
5178,When we are able,anxiety_2
5179,but you get what,anxiety_2
5180,  When you are,anxiety_2
5181,Use that passion about,anxiety_2
5182,Hope this helps !,anxiety_2
5183,It is very hard,anxiety_2
5184,Extra hard is that,anxiety_2
5185,Your post sounds like,anxiety_2
5186,"For the longterm ,",anxiety_2
5187,By being your natural,anxiety_2
5188,   Probably very unlikely,anxiety_2
5189,Maybe the young men,anxiety_2
5190,Even though it may,anxiety_2
5191,"And , continue your",anxiety_2
5192,Sending good luck in,anxiety_2
5193,I think one of,anxiety_2
5194,  Just because other,anxiety_2
5195,"If anything , I",anxiety_2
5196,  One of the,anxiety_2
5197,It 's important to,anxiety_2
5198,  Once you stop,anxiety_2
5199,One of the greatest,anxiety_3
5200,Despite what most people,anxiety_3
5201,  Once we become,anxiety_3
5202,"  In effect ,",anxiety_3
5203,You may want to,anxiety_3
5204,   One of the,anxiety_3
5205,I have to commend,anxiety_3
5206,A lot of people,anxiety_3
5207,"First off , what",anxiety_3
5208,"Financial , relationship and",anxiety_3
5209,They can often make,anxiety_3
5210,"  Secondly , do",anxiety_3
5211,Some of the symptoms,anxiety_3
5212,"Often times , these",anxiety_3
5213,"""   Furthermore ,",anxiety_3
5214,If you are having,anxiety_3
5215,"  Lastly , considering",anxiety_3
5216,It 's always better,anxiety_3
5217,do Some helpful tips,anxiety_3
5218,  I hope this,anxiety_3
5219,It sounds as if,anxiety_3
5220,"Sleeping difficulties , irritability",anxiety_3
5221,And it ’s actually,anxiety_3
5222,"  Also , keep",anxiety_3
5223,"Many times , it",anxiety_3
5224,"However , you may",anxiety_3
5225,There may be a,anxiety_3
5226,  On the other,anxiety_3
5227,treatment:#1 Talk therapy with,anxiety_3
5228,MedicationThere are many medications,anxiety_3
5229,Your doctor will be,anxiety_3
5230,If one does n’t,anxiety_3
5231,There are many different,anxiety_3
5232,"Also , a combination",anxiety_3
5233,I sincerely hope that,anxiety_3
5234,It sounds like you,anxiety_3
5235,There are many possibilities,anxiety_3
5236,"In therapy , you",anxiety_3
5237,It sounds like you,anxiety_3
5238,It also sounds like,anxiety_3
5239,A competent therapist may,anxiety_3
5240,Sounds like your panic,anxiety_3
5241,Being with him is,anxiety_3
5242,Being alone can be,anxiety_3
5243,You 'd have to,anxiety_3
5244,You 'd have to,anxiety_3
5245,All important skills and,anxiety_3
5246,What if you gave,anxiety_3
5247,If you are noticing,anxiety_3
5248,Working with a therapist,anxiety_3
5249,If you are short,anxiety_3
5250,Check with your insurance,anxiety_3
5251,If you have medicaid,anxiety_3
5252,If you are not,anxiety_3
5253,"Hi Kansas , I",anxiety_3
5254,Feelings are never wrong,anxiety_3
5255,Self - harm is,anxiety_3
5256,Although I 'm glad,anxiety_3
5257,I hope you reach,anxiety_3
5258,Sorry to hear of,anxiety_3
5259,Possibly you are overlooking,anxiety_3
5260,None of us are,anxiety_3
5261,Self - talk is,anxiety_3
5262,    Even after telling,anxiety_3
5263,I hope the feeling,anxiety_3
5264,    I am guessing,anxiety_3
5265,Enjoying your Self by,anxiety_3
5266,Sending lots of good,anxiety_3
5267,While anxiety can come,anxiety_4
5268,When we have experienced,anxiety_4
5269,"This is normal ,",anxiety_4
5270,This fear is in,anxiety_4
5271,"However , as it",anxiety_4
5272,In order to get,anxiety_4
5273,Even though ( thankfully,anxiety_4
5274,Please see a therapist,anxiety_4
5275,It 's not unusual,anxiety_4
5276,  Traumatic experiences can,anxiety_4
5277,  If the issue,anxiety_4
5278,  Seek out a,anxiety_4
5279,Would you feel more,anxiety_3
5280,Maybe you simply are,anxiety_3
5281,Start by trusting your,anxiety_3
5282,Maybe you simply need,anxiety_3
5283,"Overwhelming fear , social",anxiety_4
5284,But there are also,anxiety_4
5285,So there is hope,anxiety_4
5286,   In addition to,anxiety_4
5287,  A good CBT,anxiety_4
5288,  Behavior is also,anxiety_4
5289,Despite how you may,anxiety_4
5290,Think back on the,anxiety_4
5291,  I know that,anxiety_4
5292,"  Of course ,",anxiety_4
5293,  I hope you,anxiety_4
5294,  ~Mark ( www.MarkMorrisLCSW.com,anxiety_4
5295,A good first step,anxiety_4
5296,  They would have,anxiety_4
5297,Thank you for reaching,anxiety_3
5298,That is a great,anxiety_3
5299,"As an American ,",anxiety_3
5300,It is a proven,anxiety_3
5301,I often ask myself,anxiety_3
5302,What would I do,anxiety_3
5303,"Well , that is",anxiety_3
5304,I would spend it,anxiety_3
5305,Easier said than done,anxiety_3
5306,Its hard to focus,anxiety_3
5307,Time management is a,anxiety_3
5308,"In fact , this",anxiety_3
5309,Everyone manages their time,anxiety_3
5310,"Personally , for myself",anxiety_3
5311,I always place my,anxiety_3
5312,"That way , if",anxiety_3
5313,When planning your day,anxiety_3
5314,A much as it,anxiety_3
5315,There is discipline involved,anxiety_3
5316,If you have trouble,anxiety_3
5317,These are just some,anxiety_3
5318,"Again , everyone has",anxiety_3
5319,I hope this was,anxiety_3
5320,Please do n't hesitate,anxiety_3
5321,I 'm sorry to,anxiety_3
5322,It sounds like you,anxiety_3
5323,I would recommend talking,anxiety_3
5324,Perhaps they can work,anxiety_3
5325,If you are unable,anxiety_3
5326,Sometimes it helps hearing,anxiety_3
5327,I ’m sorry to,anxiety_4
5328,I hope that the,anxiety_4
5329,"Unfortunately , I do",anxiety_4
5330,Although you may feel,anxiety_4
5331,You may be able,anxiety_4
5332,"  Therefore , it",anxiety_4
5333,Talk therapy has shown,anxiety_4
5334,A trained therapist will,anxiety_4
5335,I wish you the,anxiety_4
5336,It sounds like you,anxiety_4
5337,You did n't say,anxiety_4
5338,Certain anxiety medications can,anxiety_4
5339,I would definitely talk,anxiety_4
5340,There are so many,anxiety_4
5341,"But beyond that ,",anxiety_4
5342,Meditation can be very,anxiety_4
5343,It 's about focusing,anxiety_4
5344,And when they do,anxiety_4
5345,"Like I said ,",anxiety_4
5346,You can find many,anxiety_4
5347,"Like medication , you",anxiety_4
5348,I hope this helps,anxiety_4
5349,Watching children go through,parenting_4
5350,On a very basic,parenting_4
5351,The hard part for,parenting_4
5352,"At some point ,",parenting_4
5353,Children no longer need,parenting_4
5354,"water , safety )",parenting_4
5355,This is where the,parenting_4
5356,Keep the lines of,parenting_4
5357,Oh dear - this,parenting_4
5358,   I suggest you,parenting_4
5359,   I see teens,parenting_4
5360,   Teens in particular,parenting_4
5361,   If that 's,parenting_4
5362,"As well , you",parenting_4
5363,   The recent scandal,parenting_4
5364,   A college education,parenting_4
5365,You may want to,parenting_4
5366,   Help her figure,parenting_4
5367,"   As well ,",parenting_4
5368,   She needs help,parenting_4
5369,Sometimes stress helps us,parenting_4
5370,Helping your daughter with,parenting_4
5371,"Also , reminding your",parenting_4
5372,I would also make,parenting_4
5373,The most important action,parenting_4
5374,It 's equally important,parenting_4
5375,   When she is,parenting_4
5376,  Giving her examples,parenting_4
5377,  Taking this opportunity,parenting_4
5378,  Reminding her that,parenting_4
5379,  Encouraging her self,parenting_4
5380,  The practice of,parenting_4
5381,  Creating a plan,parenting_4
5382,    Your fears as,parenting_4
5383,  Your daughter can,parenting_4
5384,  A therapist that,parenting_4
5385,  They may also,parenting_4
5386,  I suggest one,parenting_4
5387,    I hope this,parenting_4
5388,   It takes a,parenting_4
5389,I hear your concern,parenting_4
5390,It is a good,parenting_4
5391,   The education system,parenting_4
5392,    It sounds like,parenting_4
5393,   I 'd like,parenting_4
5394,   Depending on your,parenting_4
5395,and she may be,parenting_4
5396,   If this is,parenting_4
5397,    Use empathy and,parenting_4
5398,   Try not to,parenting_4
5399,   Give her confidence,parenting_4
5400,   Our presence is,parenting_4
5401,    Make eye contact,parenting_4
5402,"   As parents ,",parenting_4
5403,   When our children,parenting_4
5404,   When we can,parenting_4
5405,   Let 's face,parenting_4
5406,   If your daughter,parenting_4
5407,   In Texas at,parenting_4
5408,   Her teacher is,parenting_4
5409,   If resources in,parenting_4
5410,   Call around and,parenting_4
5411,   Once you have,parenting_4
5412,   Thank you for,parenting_4
5413,   You are her,parenting_4
5414,   I hope that,parenting_4
5415,"Aye , you 're",parenting_4
5416,Basic listening is warranted,parenting_4
5417,Your daughter is suffering,parenting_4
5418,She needs to know,parenting_4
5419,I can provide her,parenting_4
5420,"As parents , it",parenting_4
5421,We walk a delicate,parenting_4
5422,Adolescents are learning how,parenting_4
5423,Grades are a pretty,parenting_4
5424,If your daughter has,parenting_4
5425,If her grades start,parenting_4
5426,I am sorry to,parenting_4
5427,Many of the youth,parenting_4
5428,If she feels like,parenting_4
5429,There are many life,parenting_4
5430,You may be able,parenting_4
5431,"""If she feels she",parenting_4
5432,She may benefit from,parenting_4
5433,She may benefit from,parenting_4
5434,Hi there Mom !,parenting_4
5435,Just look at all,parenting_4
5436,There are simply not,parenting_4
5437,"So , they react",parenting_4
5438,   Our fast paced,parenting_4
5439,  While multi -,parenting_4
5440,   We are n't,parenting_4
5441,   We are not,parenting_4
5442,"As adults , it",parenting_4
5443,   We need to,parenting_4
5444,   Are you putting,parenting_4
5445,"   If not ,",parenting_4
5446,  Best of luck,parenting_4
5447,I understand that as,parenting_4
5448,Based on your description,parenting_4
5449,I hear your concern,parenting_4
5450,Although it may seem,parenting_4
5451,"From standardized testing ,",parenting_4
5452,"Secondly , I would",parenting_4
5453,A therapist can also,parenting_4
5454,You 're doing a,parenting_4
5455,I hear that you,parenting_4
5456,Her behaviors are worry,parenting_4
5457,I would suggest speaking,parenting_4
5458,Listening and acknowledging your,parenting_4
5459,Ask your daughter how,parenting_4
5460,Someone that she knows,parenting_4
5461,It sounds to me,parenting_4
5462,   As her mother,parenting_4
5463,   As a matter,parenting_4
5464,   Give her permission,parenting_4
5465,   It may be,parenting_4
5466,children and adolescents who,parenting_4
5467,"It sounds like ,",parenting_4
5468,Listen to your gut,parenting_4
5469,She would probably benefit,parenting_4
5470,I provided the following,parenting_4
5471,Do this by creating,parenting_4
5472,( do this three,parenting_4
5473,shade that in .,parenting_4
5474,The remaining parts of,parenting_4
5475,"( for example ,",parenting_4
5476,The circle was split,parenting_4
5477,1/4 of the circle,parenting_4
5478,the remaining parts were,parenting_4
5479,2 . not having,parenting_4
5480,3 . feeling fat,parenting_4
5481,after labeling each part,parenting_4
5482,  Using note cards,parenting_4
5483,a concern = the,parenting_4
5484,"   For example ,",parenting_4
5485,"Now , fill up",parenting_4
5486,"Dear Concern Mom ,",parenting_4
5487,   Determine Career -,parenting_4
5488,"   Whereas , it",parenting_4
5489,"Therefore , I recommend",parenting_4
5490,Getting ahead of it,parenting_4
5491,   Best of luck,parenting_4
5492,"   Sincerely , Mirella",parenting_4
5493,Thank you for being,parenting_4
5494,The period of adolescence,parenting_4
5495,The pressure to fit,parenting_4
5496,I    have had,parenting_4
5497,She is still learning,parenting_4
5498,The academic success that,parenting_4
5499,As I read your,parenting_4
5500,"However , I would",parenting_4
5501,By working with a,parenting_4
5502,As she gains a,parenting_4
5503,  I do recommend,parenting_4
5504,If the therapist believes,parenting_4
5505,"First of all ,",parenting_4
5506,It sounds like you,parenting_4
5507,Based on what you,parenting_4
5508,I share your concern,parenting_4
5509,People of all ages,parenting_4
5510,"For your daughter ,",parenting_4
5511,"Because , it does",parenting_4
5512,I 'd like to,parenting_4
5513,If she has only,parenting_4
5514,  Just one risk,parenting_4
5515,  I definitely think,parenting_4
5516,With a counselor specifically,parenting_4
5517,"Plus , having a",parenting_4
5518,"Good luck , mom",parenting_4
5519,As a therapist and,parenting_4
5520,   Raising children in,parenting_4
5521,   Kids are under,parenting_4
5522,   Fear and anxiety,parenting_4
5523,   I highly encourage,parenting_4
5524,   Encourage your child,parenting_4
5525,   If your daughter,parenting_4
5526,   As much as,parenting_4
5527,   It can be,parenting_4
5528,As a   Parent,parenting_4
5529,It sounds like they,parenting_4
5530,It ’s always a,parenting_4
5531,Many children are experiencing,parenting_4
5532,School pressures and academic,parenting_4
5533,Seeing a counselor can,parenting_4
5534,It sounds like you,parenting_4
5535,It sounds as though,parenting_4
5536,What have you tried,parenting_4
5537,As exhausting as it,parenting_4
5538,It may be helpful,parenting_4
5539,I would recommend mindful,parenting_4
5540,Something you find time,parenting_4
5541,Yoga is amazing in,parenting_4
5542,I use yoga and,parenting_4
5543,Hope this helps .,parenting_4
5544,Its hard to answer,parenting_4
5545,Or what was the,parenting_4
5546,Much of what happens,parenting_4
5547,But ask yourself this,parenting_4
5548,I agree with your,parenting_4
5549,  Are you able,parenting_4
5550,It is possible that,parenting_4
5551,If your daughter prefers,parenting_4
5552,I would n't take,parenting_4
5553,  While the stress,parenting_4
5554,Unless there is some,parenting_4
5555,I imagine you are,parenting_4
5556,   The key word,parenting_4
5557,   If your daughter,parenting_4
5558,"   However , as",parenting_4
5559,   Good for her,parenting_4
5560,   If she wants,parenting_4
5561,As for feeling guilty,parenting_4
5562,   Your girl is,parenting_4
5563,   You did your,parenting_4
5564,Of what do you,parenting_4
5565,  They are fun,parenting_4
5566,  You 're not,parenting_4
5567,  You wrote that,parenting_4
5568,You may find yourself,parenting_4
5569,My suggestion is to,parenting_4
5570,Maybe this will open,parenting_4
5571,All you can do,parenting_3
5572,When you have enough,parenting_3
5573,Therapy is an investment,parenting_3
5574,"Hello , I am",parenting_3
5575,Sounds to me like,parenting_3
5576,It 's time to,parenting_3
5577,This process will take,parenting_3
5578,Model to them an,parenting_3
5579,  Please invest in,parenting_3
5580,Find yourself a therapist,parenting_3
5581,You 'll be so,parenting_3
5582,I am so sorry,parenting_3
5583,   One thought I,parenting_3
5584,   For example you,parenting_3
5585,   Or you could,parenting_3
5586,   Saying this over,parenting_3
5587,   Focus on the,parenting_3
5588,   If you are,parenting_3
5589,   That when when,parenting_3
5590,    This will make,parenting_3
5591,   Take care !,parenting_3
5592,Your situation is a,parenting_3
5593,"Often , times we",parenting_3
5594,This is not true,parenting_3
5595,It sounds like you,parenting_3
5596,I am so sorry,parenting_3
5597,Considering that you mentioned,parenting_3
5598,Confrontation can be done,parenting_3
5599,  Being able to,parenting_3
5600,  The therapy process,parenting_3
5601,  Good luck .,parenting_3
5602,The first step is,parenting_3
5603,When your parents cross,parenting_3
5604,That plan may include,parenting_3
5605,Whatever you do has,parenting_3
5606,There is always a,parenting_3
5607,If you choose not,parenting_3
5608,"Ask yourself too ,",parenting_3
5609,Am I too dependent,parenting_3
5610,Do I not want,parenting_3
5611,Is it easier just,parenting_3
5612,Be honest with yourself,parenting_3
5613,You need to work,parenting_3
5614,Support groups in person,parenting_3
5615,Are you stuck financially,parenting_3
5616,Do you need to,parenting_3
5617,Do you need training,parenting_3
5618,There are a myriad,parenting_3
5619,"Action , think action",parenting_3
5620,I ca n't imagine,parenting_3
5621,This is a great,parenting_3
5622,  How you handle,parenting_3
5623,"  Your "" REACTION",parenting_3
5624,  Will you react,parenting_3
5625,Will you listen to,parenting_3
5626,  Will you talk,parenting_3
5627,If this is the,parenting_3
5628,  Have a plan,parenting_3
5629,Set a goal !,parenting_3
5630,  Do n't lose,parenting_3
5631,I think one of,parenting_3
5632,"In this case ,",parenting_3
5633,"Sure , living with",parenting_3
5634,"But , there are",parenting_3
5635,If there is a,parenting_3
5636,"However , the dynamic",parenting_3
5637,And it is THEIR,parenting_3
5638,"  However , by",parenting_3
5639,It 's important to,parenting_3
5640,When their verbal abuse,parenting_3
5641,Explain you are willing,parenting_3
5642,They may not agree,parenting_3
5643,Even if they do,parenting_3
5644,Explain your reason to,parenting_3
5645,This sounds frightening and,parenting_3
5646,I ca n’t say,parenting_3
5647,I think it would,parenting_3
5648,If you become more,parenting_3
5649,If they feel it,parenting_3
5650,You are doing the,parenting_3
5651,It sounds like your,parenting_3
5652,In addition to addressing,parenting_3
5653,Please closely    monitor,parenting_3
5654,The short answer to,parenting_4
5655,  There 's a,parenting_4
5656,"Nevertheless , do n't",parenting_4
5657,"     Ideally , your",parenting_4
5658,The fact that she,parenting_4
5659,   I hope things,parenting_4
5660,and I 'm confident,parenting_4
5661,The kids are actually,parenting_4
5662,The obvious answer is,parenting_4
5663,   There are other,parenting_4
5664,   You said your,parenting_4
5665,   Is there a,parenting_4
5666,   Has there been,parenting_4
5667,   I work with,parenting_4
5668,   There is obviously,parenting_4
5669,   If she does,parenting_4
5670,He 's not YOUR,parenting_4
5671,   If she is,parenting_4
5672,   The kids health,parenting_4
5673,Do you know the,parenting_4
5674,The answer could be,parenting_4
5675,Facts are the best,parenting_4
5676,There is no blanket,parenting_4
5677,   The situation is,parenting_4
5678,Depending on your daughter,parenting_4
5679,   I suggest contacting,parenting_4
5680,These and more accommodations,parenting_4
5681,Consider if the observations,parenting_4
5682,   Observe her behavior,parenting_4
5683,   Discuss these with,parenting_4
5684,   Ella no puede,parenting_4
5685,   Mezcla las palabras,parenting_4
5686,Dependiendo de la edad,parenting_4
5687,   Te sugiero que,parenting_4
5688,    Estos acomodos son,parenting_4
5689,   Considera si las,parenting_4
5690,At times when a,parenting_4
5691,Speaking with your child,parenting_4
5692,You can request that,parenting_4
5693,Kids develop in different,parenting_4
5694,It can sometimes feel,parenting_4
5695,If you have concerns,parenting_4
5696,They will be able,parenting_4
5697,Contact your daughter ’s,parenting_4
5698,An occupational therapist can,parenting_4
5699,The therapist will develop,parenting_4
5700,  OTontheGo.org mobile therapy,parenting_4
5701,Accepting most insurance .,parenting_4
5702,"Developmentally , there are",parenting_4
5703,   I have seen,parenting_4
5704,"   There is ,",parenting_4
5705,If you suspect that,parenting_4
5706,   You can request,parenting_4
5707,   Your school is,parenting_4
5708,   At the meeting,parenting_4
5709,   I will say,parenting_4
5710,   If that is,parenting_4
5711,   There are also,parenting_4
5712,   I also highly,parenting_4
5713,   They can be,parenting_4
5714,I always say that,parenting_4
5715,   The best case,parenting_4
5716,   On the other,parenting_4
5717,"Either way , it",parenting_4
5718,It sounds like it,parenting_4
5719,   I would also,parenting_4
5720,If your daughter is,parenting_4
5721,Without knowing more about,parenting_4
5722,  Are you the,parenting_4
5723,There could be a,parenting_4
5724,"For instance , have",parenting_4
5725,She might just not,parenting_4
5726,She could be rushing,parenting_4
5727,She might need some,parenting_4
5728,What are her grades,parenting_4
5729,Does she rush through,parenting_4
5730,It 's hard to,parenting_4
5731,Someone working with the,parenting_4
5732,This is certainly an,parenting_4
5733,"Also , children tend",parenting_4
5734,If you have not,parenting_4
5735,Your daughter is fortunate,parenting_4
5736,  Regression can be,parenting_4
5737,  Seeking advice from,parenting_4
5738,It sounds like you,parenting_4
5739,It 's really a,parenting_4
5740,  You are clearly,parenting_4
5741,This is a tough,parenting_4
5742,  With that said,parenting_4
5743,  In other words,parenting_4
5744,"   Therefore , my",parenting_4
5745,This could be anything,parenting_4
5746,"   Additionally , sometimes",parenting_4
5747,    I would suggest,parenting_4
5748,  You may also,parenting_4
5749,  Something as simple,parenting_4
5750,  Am I right,parenting_4
5751,and then if she,parenting_4
5752,""" Has something been",parenting_4
5753,Are you feeling upset,parenting_4
5754,"""   If she",parenting_4
5755,  I wonder if,parenting_4
5756,The more detail you,parenting_4
5757,  Good luck !,parenting_4
5758,   I believe that,parenting_4
5759,"  I do ,",parenting_4
5760,Good for you to,parenting_4
5761,While friendships are key,parenting_4
5762,Is your observation and,parenting_4
5763,Has she ben ostracized,parenting_4
5764,Are there family circumstances,parenting_4
5765,"  Or , is",parenting_4
5766,Once you 've reflected,parenting_4
5767,Its also possible that,parenting_4
5768,"You can "" move",parenting_4
5769,""" Moving on """,parenting_4
5770,"Generally , it 's",parenting_4
5771,That requires the two,parenting_4
5772,What 's confusing for,parenting_4
5773,Children also do well,parenting_4
5774,But if one person,parenting_4
5775,When dealing with a,parenting_4
5776,If you can not,parenting_4
5777,If that 's not,parenting_4
5778,Your child is not,parenting_4
5779,Your child needs you,parenting_4
5780,Statistics about fatherless children,parenting_4
5781,Research shows children raised,parenting_4
5782,Listen to your heart,parenting_4
5783,Co - parenting is,parenting_4
5784,You and your ex,parenting_4
5785,What is confusing for,parenting_4
5786,Here are some websites,parenting_4
5787,"Hi , your situation",parenting_4
5788,  It is important,parenting_4
5789,  When parents are,parenting_4
5790,  Parenting your child,parenting_4
5791,  Your child will,parenting_4
5792,  Staying away sends,parenting_4
5793,  Find a way,parenting_4
5794,  The courts are,parenting_4
5795,The thing that confuses,parenting_4
5796,Children have a way,parenting_4
5797,"Because of this ,",parenting_4
5798,  As hard as,parenting_4
5799,This makes the belief,parenting_4
5800,They start to think,parenting_4
5801,What am I doing,parenting_4
5802,Whether she used you,parenting_4
5803,They did n't ask,parenting_4
5804,  You can move,parenting_4
5805,If you start over,parenting_4
5806,Just make sure when,parenting_4
5807,Every child deserves that,parenting_4
5808,  Good luck to,parenting_4
5809,What are the ways,parenting_4
5810,"Basically , distinguish that",parenting_4
5811,Your relationship to your,parenting_4
5812,From what you write,parenting_4
5813,In a way the,parenting_4
5814,I am really glad,parenting_4
5815,When parents get divorced,parenting_4
5816,We might divorce our,parenting_4
5817,If anything our children,parenting_4
5818,"Unfortunately , in some",parenting_4
5819,  You can move,parenting_4
5820,It is possible and,parenting_4
5821,It is important for,parenting_4
5822,"For example , if",parenting_4
5823,This will lay the,parenting_4
5824,I would highly recommend,parenting_4
5825,How you can both,parenting_4
5826,If this is not,parenting_4
5827,There are parenting experts,parenting_4
5828,"Remember , in any",parenting_4
5829,Best of luck to,parenting_4
5830,If you have a,parenting_4
5831,  If you suddenly,parenting_4
5832,Working out an arrangement,parenting_4
5833,  The visits do,parenting_4
5834,  Best of luck,parenting_4
5835,  Feel free to,parenting_4
5836,You 're in a,parenting_4
5837,Short version : your,parenting_4
5838,We used to think,parenting_4
5839,More recent data shows,parenting_4
5840,"In other words ,",parenting_4
5841,  The best thing,parenting_4
5842,It 's a tragedy,parenting_4
5843,In such a circumstance,parenting_4
5844,If you and your,parenting_4
5845,A child quickly learns,parenting_4
5846,He / she will,parenting_4
5847,Please stay the course,parenting_4
5848,Best of luck to,parenting_4
5849,Behavioral interaction with someone,parenting_4
5850,It is an unfair,parenting_4
5851,In order to achieve,parenting_4
5852,This would obviously stretch,parenting_4
5853,What you can do,parenting_4
5854,Ultimately it is their,parenting_4
5855,Probably the best way,parenting_3
5856,If you 'd like,parenting_3
5857,People are much more,parenting_3
5858,Offer your availability to,parenting_3
5859,I admire your efforts,parenting_3
5860,You can continue to,parenting_3
5861,One thing you might,parenting_3
5862,"For example , if",parenting_3
5863,I might ask things,parenting_3
5864,and I 'm not,parenting_3
5865,I know you said,parenting_3
5866,Could you tell me,parenting_3
5867,With the way that,parenting_3
5868,"In reality , it",parenting_3
5869,If that 's the,parenting_3
5870,You felt bad when,parenting_3
5871,   I imagine your,parenting_3
5872,It 's possible that,parenting_3
5873,   That 's not,parenting_3
5874,   You made a,parenting_3
5875,It sounds like you,parenting_3
5876,so I can see,parenting_3
5877,   Since you are,parenting_3
5878,"   The "" recipe",parenting_3
5879,   And cut yourself,parenting_3
5880,   Your mom will,parenting_3
5881,It 's an important,parenting_3
5882,It sounds like you,parenting_3
5883,  What do you,parenting_3
5884,She might really appreciate,parenting_3
5885,Hey ! Sounds like,parenting_3
5886,I am so proud,parenting_3
5887,Sometimes lies come out,parenting_3
5888,"I bet that ,",parenting_3
5889,Be open with your,parenting_3
5890,she is there to,parenting_3
5891,Give her lots of,parenting_3
5892,"That sounds awful ,",parenting_3
5893,   There are some,parenting_3
5894,   If all physical,parenting_3
5895,   Get backup from,parenting_3
5896,   She needs to,parenting_3
5897,   If she wants,parenting_3
5898,"   Once out ,",parenting_3
5899,"   Remember , you",parenting_3
5900,"Hello ,   I",parenting_3
5901,   It sounds like,parenting_3
5902,   She needs help,parenting_3
5903,   I suggest that,parenting_3
5904,   Rehearse ahead of,parenting_3
5905,   I know it,parenting_3
5906,   Be prepared with,parenting_3
5907,   The better prepared,parenting_3
5908,   Remind her how,parenting_3
5909,   With lots of,parenting_3
5910,   Stay Strong!Best of,parenting_3
5911,I 'm sorry for,parenting_3
5912,For how long has,parenting_3
5913,Start with how you,parenting_3
5914,  Ask yourself for,parenting_3
5915,If she is of,parenting_3
5916,The first step is,parenting_3
5917,She 's an adult.2,parenting_3
5918,She lives in your,parenting_3
5919,She follows your rules.3,parenting_3
5920,What you 're describing,parenting_3
5921,"Thyroid issues , autoimmune",parenting_3
5922,I 'm not a,parenting_3
5923,I recommend the book,parenting_3
5924,You may be inadvertently,parenting_3
5925,Another book you may,parenting_3
5926,You can not control,parenting_3
5927,The only person you,parenting_3
5928,Tough love is sometimes,parenting_3
5929,Maybe then she 'll,parenting_3
5930,If we were having,parenting_3
5931,I already know that,parenting_3
5932,"Yes , I said",parenting_3
5933,You may feel stuck,parenting_3
5934,I know that when,parenting_3
5935,But you said your,parenting_3
5936,The relationship dynamics must,parenting_3
5937,I know how difficult,parenting_3
5938,"As a parent ,",parenting_3
5939,Whether the issue is,parenting_3
5940,A lot depends on,parenting_3
5941,"   Assuming that ,",parenting_3
5942,   That he lied,parenting_3
5943,   That 's a,parenting_3
5944,Once he lied he,parenting_3
